epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,483.108,0.42551,0.41574,0.86311,0.97304,0.95474,0.995,0.65564,1.18741,0.64764,1.44741,0.00011332,0.00011332,0.00011332
188,486.015,0.39583,0.38242,0.87408,0.97252,0.95473,0.995,0.65769,1.16994,0.65533,1.45093,0.000106246,0.000106246,0.000106246
189,488.84,0.44181,0.41097,0.9031,0.97252,0.95473,0.995,0.65769,1.16994,0.65533,1.45093,9.91726e-05,9.91726e-05,9.91726e-05
190,491.723,0.4172,0.40865,0.88036,0.97476,0.95477,0.995,0.66436,1.15862,0.65513,1.44979,9.20991e-05,9.20991e-05,9.20991e-05
191,495.051,0.37829,0.41105,0.83946,0.97476,0.95477,0.995,0.66436,1.15862,0.65513,1.44979,8.50255e-05,8.50255e-05,8.50255e-05
192,497.666,0.3242,0.37602,0.82473,0.9782,0.95485,0.995,0.68105,1.14832,0.65843,1.4538,7.7952e-05,7.7952e-05,7.7952e-05
193,500.187,0.44732,0.42233,0.87399,0.9782,0.95485,0.995,0.68105,1.14832,0.65843,1.4538,7.08784e-05,7.08784e-05,7.08784e-05
194,502.712,0.36069,0.38352,0.84574,0.97948,0.95493,0.995,0.68078,1.16103,0.6522,1.46802,6.38049e-05,6.38049e-05,6.38049e-05
195,505.191,0.34894,0.38764,0.8515,0.97948,0.95493,0.995,0.68078,1.16103,0.6522,1.46802,5.67313e-05,5.67313e-05,5.67313e-05
196,507.935,0.36207,0.37988,0.8705,0.97776,0.95238,0.98917,0.67574,1.15967,0.65357,1.47136,4.96578e-05,4.96578e-05,4.96578e-05
197,510.414,0.34173,0.37657,0.84166,0.97776,0.95238,0.98917,0.67574,1.15967,0.65357,1.47136,4.25842e-05,4.25842e-05,4.25842e-05
198,512.909,0.319,0.37531,0.82091,0.97772,0.95238,0.98463,0.67295,1.1627,0.64868,1.47225,3.55107e-05,3.55107e-05,3.55107e-05
199,515.407,0.37994,0.38806,0.84865,0.97772,0.95238,0.98463,0.67295,1.1627,0.64868,1.47225,2.84371e-05,2.84371e-05,2.84371e-05
200,517.921,0.36302,0.39228,0.85396,0.97735,0.95238,0.981,0.67506,1.1677,0.64133,1.47492,2.13636e-05,2.13636e-05,2.13636e-05
